name	location	university	type	language
Kunstgeschichte - Kombinationsstudiengang Sprache, Literatur, Kultur	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Kunstgeschichte / Europa und Amerika	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Kunstgeschichte / Histoire de l'art (dt.-frz. Studiengang)	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Kunstgeschichte / Kunstgeschichte Afrikas	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Kunstgeschichte der Moderne und Gegenwart	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Kunstgeschichte im globalen Kontext: Afrika	Berlin	Freie Universität Berlin	Master	Deutsch
Kunstgeschichte im globalen Kontext: Europa und Amerika	Berlin	Freie Universität Berlin	Master	Deutsch
Kunstgeschichte im globalen Kontext: Ostasien	Berlin	Freie Universität Berlin	Master	Deutsch
Kunstgeschichte Ostasiens	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Bachelor	Deutsch
Kunstgeschichte Ostasiens (East Asian Art History)	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Kunstgeschichte und Archäologien Europas	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Master	Deutsch
Kunstgeschichte und Bildwissenschaften	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Bachelor	Deutsch
Kunstgeschichte und Bildwissenschaften	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Master	Deutsch
Kunstgeschichte und Filmwissenschaft	Jena	Friedrich-Schiller-Universität Jena	Bachelor	Deutsch
Kunstgeschichte und Filmwissenschaft	Jena	Friedrich-Schiller-Universität Jena	Master	Deutsch
Kunstgeschichte von der Antike bis zur Gegenwart	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Kunstgeschichte, spätantike und byzantinische	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Kunstgeschichte/ Ostasiatische Kunstgeschichte	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Kunstgeschichte: Werke - Kontexte - Diskurse	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Kunstgeschichte:Architektur und Kunst im kulturgeschichtlichen Kontext	Osnabrück	Universität Osnabrück	Master	Deutsch
Künstlerisch-pädagogische Ausbildung	Hannover	Hochschule für Musik, Theater und Medien Hannover	Bachelor	Deutsch
Künstlerisch-pädagogische Ausbildung	Hannover	Hochschule für Musik, Theater und Medien Hannover	Master	Deutsch
Künstlerisch-Pädagogische Ausbildung Instrumental	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerisch-Pädagogische Ausbildung Musiktheorie	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerisch-Pädagogische Ausbildung/Elementare Musikpädagogik	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerisch-Pädagogische Ausbildung/Elementare Musikpädagogik	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerisch-Pädagogische Ausbildung/Gesang	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerisch-Pädagogische Ausbildung/Instrumental-/Gesangspädagogik	Bremen	Hochschule für Künste Bremen	Master	Deutsch
künstlerisch-pädagogisches Profil (Musikerziehung Instrument/Gesang)	Saarbrücken	Hochschule für Musik Saar	Bachelor	Deutsch
Künstlerische Ausbildung	Hannover	Hochschule für Musik, Theater und Medien Hannover	Bachelor	Deutsch
Künstlerische Ausbildung	Heidelberg	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden	Diplom	Deutsch
Künstlerische Ausbildung	Hannover	Hochschule für Musik, Theater und Medien Hannover	Master	Deutsch
Künstlerische Ausbildung (Orgel, Improvisation, Chorleitung, Popularmusik)	Tübingen	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Württemberg	Konzertexamen	Deutsch
Künstlerische Ausbildung/Alte Musik Gesang	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Alte Musik Gesang	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Ausbildung/Alte Musik Instrumental	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Alte Musik Instrumental	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Ausbildung/Elektroakustische Komposition	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Ausbildung/Gesang	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Gesang	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Ausbildung/Instrumental	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Instrumental	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Ausbildung/Jazz	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Komposition	Bremen	Hochschule für Künste Bremen	Bachelor	Deutsch
Künstlerische Ausbildung/Komposition	Bremen	Hochschule für Künste Bremen	Master	Deutsch
Künstlerische Instrumentalausbildung	Frankfurt am Main	Hochschule für Musik und Darstellende Kunst Frankfurt am Main	Bachelor	Deutsch
Künstlerische Instrumentalausbildung und Gesang	Detmold	Hochschule für Musik Detmold	Konzertexamen	Deutsch
Künstlerische Konzeptionen	Nürnberg	Akademie der Bildenden Künste Nürnberg	Abschlussprüfung	Deutsch
Künstlerische Meisterklasse	Dresden	Palucca Hochschule für Tanz Dresden	Abschlussprüfung	Deutsch
Künstlerische Musikproduktion	Düsseldorf	Robert-Schumann-Hochschule Düsseldorf	Master	Deutsch
Künstlerischer Tonsatz	Saarbrücken	Hochschule für Musik Saar	Abschlussprüfung	Deutsch
Künstlerisches Aufbaustudium Gesang	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Konzertexamen	Deutsch
Künstlerisches Aufbaustudium Gitarre	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Konzertexamen	Deutsch
Künstlerisches Aufbaustudium Klavier	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Konzertexamen	Deutsch
Künstlerisches Graduiertenstudium (3. Zyklus) Meisterklasse	Dresden	Hochschule für Musik "Carl Maria von Weber" Dresden	Abschlussprüfung	Deutsch
Künstlerisches Lehramt an Gymnasien (Schulmusik)	Karlsruhe	Hochschule für Musik Karlsruhe	Bachelor	Deutsch
Künstlerisches Lehramt an Gymnasien (Schulmusik)	Karlsruhe	Hochschule für Musik Karlsruhe	Master	Deutsch
Künstlerisches Lehramt mit Bildender Kunst	Stuttgart	Staatliche Akademie der Bildenden Künste Stuttgart	Bachelor	Deutsch
Künstlerisches Lehramt mit Bildender Kunst	Karlsruhe	Staatliche Akademie der Bildenden Künste Karlsruhe	Master	Deutsch
Künstlerisches Lehramt mit Bildender Kunst	Karlsruhe	Staatliche Akademie der Bildenden Künste Karlsruhe	Bachelor	Deutsch
Künstlerisches Lehramt mit Bildender Kunst	Stuttgart	Staatliche Akademie der Bildenden Künste Stuttgart	Master	Deutsch
Künstlerisches Orgelspiel	Bayreuth	Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern	Bachelor	Deutsch
Künstlerisches Orgelspiel	Bayreuth	Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern	Master	Deutsch
Künstlerisches Orgelspiel, Liturgisches Orgelspiel	Dresden	Hochschule für Kirchenmusik der Evangelisch-Lutherischen Landeskirche Sachsens	Abschlussprüfung	Deutsch
Künstliche Intelligenz	Ingolstadt	Technische Hochschule Ingolstadt	Bachelor	Deutsch
Künstliche Intelligenz	Deggendorf	Technische Hochschule Deggendorf	Bachelor	Deutsch
Kunstpädagogik	München	Akademie der Bildenden Künste München	Staatsexamen	Deutsch
Kunstpädagogik	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Staatsexamen	Deutsch
Kunstpädagogik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Kunstpädagogik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Kunstpädagogik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Kunstpädagogik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Kunstpädagogik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Kunstpädagogik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Kunstpädagogik	Leipzig	Universität Leipzig	Bachelor	Deutsch
Kunstpädagogik	Würzburg	Julius-Maximilians-Universität Würzburg	Bachelor	Deutsch
Kunstpädagogik	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Kunstpädagogik	Augsburg	Universität Augsburg	Bachelor	Deutsch
Kunstpädagogik	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Bachelor	Deutsch
Kunstpädagogik	Leipzig	Universität Leipzig	Master	Deutsch
Kunstpädagogik	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Kunstpädagogik	München	Akademie der Bildenden Künste München	Master	Deutsch
Kunstpädagogik - Kombinationsstudiengang  Geschichts- und Kulturwissenschaften	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Kunstpädagogik - Kombinationsstudiengang  Geschichts- und Kulturwissenschaften	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Kunstpädagogik - Kombinationsstudiengang Sprache, Literatur, Kultur	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Kunststoff- und Elastomertechnik	Würzburg	Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt	Bachelor	Deutsch
Kunststoff- und Textiltechnik	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Deutsch
Kunststoff-, Leder- und Textiltechnik	Kaiserslautern	Hochschule Kaiserslautern (University of Applied Sciences)	Bachelor	Deutsch
Kunststofftechnik	Aalen	Hochschule Aalen - Technik und Wirtschaft	Bachelor	Deutsch
Kunststofftechnik	Pfungstadt	Wilhelm Büchner Hochschule - Private Fernhochschule Darmstadt	Bachelor	Deutsch
Kunststofftechnik	Darmstadt	Hochschule Darmstadt	Bachelor	Deutsch
Kunststofftechnik	Rosenheim	Technische Hochschule Rosenheim	Bachelor	Deutsch
Kunststofftechnik	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Kunststofftechnik	Iserlohn	Fachhochschule Südwestfalen	Bachelor	Deutsch
Kunststofftechnik	Amberg	Ostbayerische Technische Hochschule Amberg-Weiden	Bachelor	Deutsch
Kunststofftechnik	Darmstadt	Hochschule Darmstadt	Master	Deutsch
Kunststofftechnik im Praxisverbund	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Kunsttherapie	Nürtingen	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Bachelor	Deutsch
Kunsttherapie	Berlin	weißensee kunsthochschule berlin	Master	Deutsch
Kunsttherapie	Alfter	Alanus Hochschule	Master	Deutsch
Kunsttherapie	Dresden	Hochschule für Bildende Künste Dresden	Diplom	Deutsch
Kunsttherapie	Nürtingen	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Master	Deutsch
Kunsttherapie / Sozialkunst	Alfter	Alanus Hochschule	Bachelor	Deutsch
Kunstvermittlung	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Deutsch
Kunstvermittlung und Kulturmanagement	Düsseldorf	Heinrich-Heine-Universität Düsseldorf	Master	Deutsch
Kunstwissenschaft	Kassel	Universität Kassel	Bachelor	Deutsch
Kunstwissenschaft	Braunschweig	Hochschule für Bildende Künste Braunschweig	Bachelor	Deutsch
Kunstwissenschaft	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Kunstwissenschaft	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Kunstwissenschaft	Berlin	Technische Universität Berlin	Master	Deutsch
Kunstwissenschaft	Braunschweig	Hochschule für Bildende Künste Braunschweig	Master	Deutsch
Kunstwissenschaft	Kassel	Universität Kassel	Master	Deutsch
Kunstwissenschaft und Bildende Kunst	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Kunstwissenschaft und Filmwissenschaft	Bremen	Universität Bremen	Master	Deutsch
Kunstwissenschaft und Medienphilosophie	Karlsruhe	Staatliche Hochschule für Gestaltung Karlsruhe	Magister	Deutsch
Kuratieren	Saarbrücken	Hochschule der Bildenden Künste Saar	Master	Deutsch
L'Ìtalia a contatto - lingue, letterature, arti / Italien im Kontakt - Literatur, Künste, Sprachen, Kulturen	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Labor- und Prozesstechnik	Dresden	Technische Universität Dresden	Staatsexamen	Deutsch
Labor- und Qualitätsmanagement	Saarbrücken	Hochschule für Technik und Wirtschaft des Saarlandes	Master	Deutsch
Laboratory Animal Science	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Englisch
Labour Policies and Globalisation	Berlin	Hochschule für Wirtschaft und Recht Berlin	Master	Englisch
Labour Policies and Globalisation	Kassel	Universität Kassel	Master	Englisch
Land- und Gartenbauwissenschaft / Landschaftsgestaltung (Lehramt an Beruflichen Schulen)	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Land- und Gartenbauwissenschaft / Landschaftsgestaltung (Lehramt an Beruflichen Schulen)	Berlin	Technische Universität Berlin	Master	Deutsch
Landnutzung und Wasserbewirtschaftung	Cottbus	Brandenburgische Technische Universität Cottbus-Senftenberg	Bachelor	Deutsch
Landnutzung und Wasserbewirtschaftung	Cottbus	Brandenburgische Technische Universität Cottbus-Senftenberg	Master	Deutsch
Landnutzungsplanung	Neubrandenburg	Hochschule Neubrandenburg - University of Applied Sciences	Master	Deutsch
Landscape Architecture	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Master	Englisch
Landscape Architecture and Greenspace Management	Neubrandenburg	Hochschule Neubrandenburg - University of Applied Sciences	Master	Englisch
Landscape Ecology	Stuttgart-Hohenheim	Universität Hohenheim	Master	Englisch
Landscape Ecology & Nature Conservation	Greifswald	Universität Greifswald	Master	Englisch
Landschaftsarchäologie	Berlin	Hochschule für Technik und Wirtschaft Berlin	Master	Deutsch
Landschaftsarchitektur	Lemgo	Technische Hochschule Ostwestfalen-Lippe	Bachelor	Deutsch
Landschaftsarchitektur	Berlin	Beuth Hochschule für Technik Berlin	Bachelor	Deutsch
Landschaftsarchitektur	Dresden	Technische Universität Dresden	Bachelor	Deutsch
Landschaftsarchitektur	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Bachelor	Deutsch
Landschaftsarchitektur	Erfurt	Fachhochschule Erfurt	Bachelor	Deutsch
Landschaftsarchitektur	Nürtingen	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Bachelor	Deutsch
Landschaftsarchitektur	Neubrandenburg	Hochschule Neubrandenburg - University of Applied Sciences	Bachelor	Deutsch
Landschaftsarchitektur	Geisenheim	Hochschule Geisenheim	Bachelor	Deutsch
Landschaftsarchitektur	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Landschaftsarchitektur	München	Technische Universität München	Master	Deutsch
Landschaftsarchitektur	Osnabrück	Hochschule Osnabrück	Master	Deutsch
Landschaftsarchitektur	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Deutsch
Landschaftsarchitektur	Berlin	Technische Universität Berlin	Master	Deutsch
Landschaftsarchitektur	Erfurt	Fachhochschule Erfurt	Master	Deutsch
Landschaftsarchitektur	Dresden	Technische Universität Dresden	Master	Deutsch
Landschaftsarchitektur	Lemgo	Technische Hochschule Ostwestfalen-Lippe	Master	Deutsch
Landschaftsarchitektur	Geisenheim	Hochschule Geisenheim	Master	Deutsch
Landschaftsarchitektur und Landschaftsplanung	Kassel	Universität Kassel	Bachelor	Deutsch
Landschaftsarchitektur und Landschaftsplanung	München	Technische Universität München	Bachelor	Deutsch
Landschaftsarchitektur und Landschaftsplanung	Kassel	Universität Kassel	Master	Deutsch
Landschaftsarchitektur und Umweltplanung	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Master	Deutsch
Landschaftsarchitektur und Umweltplanung	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Bachelor	Deutsch
Landschaftsarchitektur und Umweltplanung	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Bachelor	Deutsch
Landschaftsbau	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Landschaftsbau	Osnabrück	Hochschule Osnabrück	Master	Deutsch
Landschaftsbau und -Management	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Bachelor	Deutsch
Landschaftsbau und Grünflächenmanagement	Lemgo	Technische Hochschule Ostwestfalen-Lippe	Bachelor	Deutsch
Landschaftsbau und Grünflächenmanagement DUAL	Berlin	Beuth Hochschule für Technik Berlin	Bachelor	Deutsch
Landschaftsentwicklung	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Landschaftsentwicklung	Dresden	Hochschule für Technik und Wirtschaft Dresden	Master	Deutsch
Landschaftsnutzung und Naturschutz	Eberswalde	Hochschule für nachhaltige Entwicklung Eberswalde	Bachelor	Deutsch
Landschaftsökologie	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Landschaftsökologie	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Landschaftsökologie	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Landschaftsökologie & Naturschutz	Greifswald	Universität Greifswald	Bachelor	Deutsch
Landschaftsplanung & Naturschutz	Nürtingen	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Bachelor	Deutsch
Landschaftswissenschaften	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Deutsch
Landwirtschaft	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Bachelor	Deutsch
Landwirtschaft	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Bachelor	Deutsch
Landwirtschaft	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Landwirtschaft	Kiel	Fachhochschule Kiel	Bachelor	Deutsch
Landwirtschaft	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Bachelor	Deutsch
Landwirtschaft und Umwelt	Bingen	Technische Hochschule Bingen	Master	Deutsch
Landwirtschaft/Agrarmanagement	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Bachelor	Deutsch
Language and Communication Technologies M.Sc./M.A.	Saarbrücken	Universität des Saarlandes	Master	Englisch
Language Science	Saarbrücken	Universität des Saarlandes	Bachelor	Deutsch
Language Science and Technology	Saarbrücken	Universität des Saarlandes	Master	Englisch
Language Sciences	Bremen	Universität Bremen	Master	Deutsch
Languages and Business Administration	Zwickau	Westsächsische Hochschule Zwickau	Bachelor	Deutsch
Languages and Business Administration German-Chinese	Zwickau	Westsächsische Hochschule Zwickau	Master	Deutsch
Languages and Cultures of Southeast Asia	Hamburg	Universität Hamburg	Master	Deutsch
Laser- und Lichttechnologie	Coburg	Hochschule für angewandte Wissenschaften Coburg	Bachelor	Deutsch
Laser- und Optotechnologien	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Bachelor	Deutsch
Laser- und Optotechnologien	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Master	Deutsch
Laser- und Optotechnologien dual	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Bachelor	Deutsch
Laser- und Plasmatechnik	Hildesheim	Hochschule für angewandte Wissenschaft und Kunst, Fachhochschule Hildesheim/Holzminden/Göttingen	Master	Deutsch
Lasers and Photonics	Bochum	Ruhr-Universität Bochum	Master	Englisch
Lasers in Dentistry	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Englisch
Lasertechnik	Mittweida	Hochschule Mittweida, University of Applied Sciences	Master	Deutsch
Lasertechnik und optische Technologien	Koblenz	Hochschule Koblenz	Bachelor	Deutsch
Lasertechnik/Physikalische Technik	Mittweida	Hochschule Mittweida, University of Applied Sciences	Bachelor	Deutsch
Latein	Bamberg	Otto-Friedrich-Universität Bamberg	Staatsexamen	Deutsch
Latein	Trier	Universität Trier	Bachelor	Deutsch
Latein	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Staatsexamen	Deutsch
Latein	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Latein	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Staatsexamen	Deutsch
Latein	Gießen	Justus-Liebig-Universität Gießen	Staatsexamen	Deutsch
Latein	Göttingen	Georg-August-Universität Göttingen	Bachelor	Deutsch
Latein	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Staatsexamen	Deutsch
